Packet Index,Category,Confidence,Field_0,Field_1,Field_2,Field_3,Field_4,Field_5,Field_6
1740,LABEL_1,0.5432825684547424,1741,64.297857,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
1741,LABEL_1,0.5431138277053833,1742,64.297933,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3294 Ack=43070 Win=514 Len=0
1742,LABEL_1,0.5431610941886902,1743,64.328178,13.107.246.45,172.31.254.61,TCP,66,"443  >  55977 [SYN, ACK] Seq=0 Ack=1 Win=42340 Len=0 MSS=1360 SACK_PERM=1 WS=512"
1743,LABEL_1,0.5432740449905396,1744,64.328255,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0
1744,LABEL_1,0.5429912805557251,1745,64.331000,172.31.254.61,13.107.246.45,TLSv1.3,2150,Client Hello
1745,LABEL_1,0.5434035062789917,1746,64.380437,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
1746,LABEL_1,0.5433505177497864,1747,64.388217,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
1747,LABEL_1,0.5433515906333923,1748,64.388245,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3294 Ack=43171 Win=514 Len=0
1748,LABEL_1,0.5433269143104553,1749,64.417638,13.107.246.45,172.31.254.61,TCP,60,443  >  55977 [ACK] Seq=1 Ack=1361 Win=42496 Len=0
1749,LABEL_1,0.5433859825134277,1750,64.418376,13.107.246.45,172.31.254.61,TCP,60,443  >  55977 [ACK] Seq=1 Ack=2097 Win=42496 Len=0
1750,LABEL_1,0.5431612730026245,1751,64.419072,13.107.246.45,172.31.254.61,TLSv1.3,153,"Hello Retry Request, Change Cipher Spec"
1751,LABEL_1,0.5431056618690491,1752,64.419411,172.31.254.61,13.107.246.45,TLSv1.3,964,"Change Cipher Spec, Client Hello"
1752,LABEL_1,0.5414128303527832,1753,64.472332,ZyxelCom_fd:26:61,Broadcast,0x8899,60,Realtek Layer 2 Protocols
1753,LABEL_1,0.5432470440864563,1754,64.494901,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
1754,LABEL_1,0.5432994961738586,1755,64.505349,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
1755,LABEL_1,0.5431771278381348,1756,64.505379,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3294 Ack=43272 Win=513 Len=0
1756,LABEL_1,0.5435288548469543,1757,64.506670,13.107.246.45,172.31.254.61,TLSv1.3,335,"Server Hello, Application Data, Application Data"
1757,LABEL_1,0.5431625843048096,1758,64.507006,172.31.254.61,13.107.246.45,TLSv1.3,128,Application Data
1758,LABEL_1,0.5430911779403687,1759,64.507054,172.31.254.61,13.107.246.45,TLSv1.3,146,Application Data
1759,LABEL_1,0.5431371927261353,1760,64.507150,172.31.254.61,13.107.246.45,TLSv1.3,326,Application Data
1760,LABEL_1,0.5433334708213806,1761,64.580670,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
1761,LABEL_1,0.5433030128479004,1762,64.589299,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
1762,LABEL_1,0.5430979132652283,1763,64.589333,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3294 Ack=43376 Win=513 Len=0
1763,LABEL_1,0.5435153245925903,1764,64.593442,13.107.246.45,172.31.254.61,TCP,60,443  >  55977 [ACK] Seq=381 Ack=3445 Win=42496 Len=0
1764,LABEL_1,0.5433008670806885,1765,64.594418,13.107.246.45,172.31.254.61,TLSv1.3,125,Application Data
1765,LABEL_1,0.5431658625602722,1766,64.594652,172.31.254.61,13.107.246.45,TLSv1.3,85,Application Data
1766,LABEL_1,0.5425336360931396,1767,64.596961,13.107.246.45,172.31.254.61,TCP,1414,443  >  55977 [ACK] Seq=452 Ack=3445 Win=42496 Len=1360 [TCP segment of a reassembled PDU]
1767,LABEL_1,0.5434212684631348,1768,64.596987,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=1812 Win=131840 Len=0
1768,LABEL_1,0.5423328280448914,1769,64.597071,13.107.246.45,172.31.254.61,TCP,1414,"443  >  55977 [PSH, ACK] Seq=1812 Ack=3445 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
1769,LABEL_1,0.5432336926460266,1770,64.597084,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=3172 Win=131840 Len=0
1770,LABEL_1,0.5425450205802917,1771,64.597186,13.107.246.45,172.31.254.61,TCP,1414,443  >  55977 [ACK] Seq=3172 Ack=3445 Win=42496 Len=1360 [TCP segment of a reassembled PDU]
1771,LABEL_1,0.5433946847915649,1772,64.597197,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=4532 Win=131840 Len=0
1772,LABEL_1,0.5424057841300964,1773,64.597300,13.107.246.45,172.31.254.61,TCP,1414,"443  >  55977 [PSH, ACK] Seq=4532 Ack=3445 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
1773,LABEL_1,0.5432739853858948,1774,64.597310,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=5892 Win=131840 Len=0
1774,LABEL_1,0.5425735712051392,1775,64.597415,13.107.246.45,172.31.254.61,TCP,1414,443  >  55977 [ACK] Seq=5892 Ack=3445 Win=42496 Len=1360 [TCP segment of a reassembled PDU]
1775,LABEL_1,0.5432142019271851,1776,64.597425,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=7252 Win=131840 Len=0
1776,LABEL_1,0.5424771308898926,1777,64.597530,13.107.246.45,172.31.254.61,TCP,1414,"443  >  55977 [PSH, ACK] Seq=7252 Ack=3445 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
1777,LABEL_1,0.5433073043823242,1778,64.597540,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=8612 Win=131840 Len=0
1778,LABEL_1,0.542547345161438,1779,64.597645,13.107.246.45,172.31.254.61,TCP,1414,443  >  55977 [ACK] Seq=8612 Ack=3445 Win=42496 Len=1360 [TCP segment of a reassembled PDU]
1779,LABEL_1,0.543350100517273,1780,64.597653,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=9972 Win=131840 Len=0
1780,LABEL_1,0.5422481298446655,1781,64.597760,13.107.246.45,172.31.254.61,TCP,1414,"443  >  55977 [PSH, ACK] Seq=9972 Ack=3445 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
1781,LABEL_1,0.5433064699172974,1782,64.597768,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=11332 Win=131840 Len=0
1782,LABEL_1,0.5425084233283997,1783,64.602788,13.107.246.45,172.31.254.61,TCP,1414,443  >  55977 [ACK] Seq=11332 Ack=3445 Win=42496 Len=1360 [TCP segment of a reassembled PDU]
1783,LABEL_1,0.5432133078575134,1784,64.602811,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=12692 Win=131840 Len=0
1784,LABEL_1,0.5423752665519714,1785,64.602898,13.107.246.45,172.31.254.61,TCP,1414,"443  >  55977 [PSH, ACK] Seq=12692 Ack=3445 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
1785,LABEL_1,0.5432512164115906,1786,64.602908,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=14052 Win=131840 Len=0
1786,LABEL_1,0.5426117777824402,1787,64.609025,13.107.246.45,172.31.254.61,TCP,1414,443  >  55977 [ACK] Seq=14052 Ack=3445 Win=42496 Len=1360 [TCP segment of a reassembled PDU]
1787,LABEL_1,0.5432532429695129,1788,64.609048,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=15412 Win=131840 Len=0
1788,LABEL_1,0.5434609651565552,1789,64.680749,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
1789,LABEL_1,0.5426266193389893,1790,64.681422,13.107.246.45,172.31.254.61,TCP,1414,443  >  55977 [ACK] Seq=15412 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]
1790,LABEL_1,0.542776346206665,1791,64.681531,13.107.246.45,172.31.254.61,TLSv1.3,1414,Application Data [TCP segment of a reassembled PDU]
1791,LABEL_1,0.5433639287948608,1792,64.681548,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=18132 Win=131840 Len=0
1792,LABEL_1,0.5426201820373535,1793,64.684466,13.107.246.45,172.31.254.61,TCP,1414,443  >  55977 [ACK] Seq=18132 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]
1793,LABEL_1,0.542425811290741,1794,64.684591,13.107.246.45,172.31.254.61,TCP,1414,"443  >  55977 [PSH, ACK] Seq=19492 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
1794,LABEL_1,0.543370246887207,1795,64.684615,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=20852 Win=131840 Len=0
1795,LABEL_1,0.542567253112793,1796,64.690467,13.107.246.45,172.31.254.61,TCP,1414,443  >  55977 [ACK] Seq=20852 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]
1796,LABEL_1,0.5424461364746094,1797,64.690620,13.107.246.45,172.31.254.61,TCP,1414,"443  >  55977 [PSH, ACK] Seq=22212 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
1797,LABEL_1,0.5433062314987183,1798,64.690642,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=23572 Win=131840 Len=0
1798,LABEL_1,0.5424978733062744,1799,64.696595,13.107.246.45,172.31.254.61,TCP,1414,443  >  55977 [ACK] Seq=23572 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]
1799,LABEL_1,0.5424762964248657,1800,64.696700,13.107.246.45,172.31.254.61,TCP,1414,"443  >  55977 [PSH, ACK] Seq=24932 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
1800,LABEL_1,0.5433139801025391,1801,64.696710,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=26292 Win=131840 Len=0
1801,LABEL_1,0.5432454347610474,1802,64.698801,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
1802,LABEL_1,0.5430558323860168,1803,64.698821,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3294 Ack=43483 Win=512 Len=0
1803,LABEL_1,0.542538046836853,1804,64.702537,13.107.246.45,172.31.254.61,TCP,1414,443  >  55977 [ACK] Seq=26292 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]
1804,LABEL_1,0.5423902869224548,1805,64.702651,13.107.246.45,172.31.254.61,TCP,1414,"443  >  55977 [PSH, ACK] Seq=27652 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
1805,LABEL_1,0.543382465839386,1806,64.702659,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=29012 Win=131840 Len=0
1806,LABEL_1,0.5426317453384399,1807,64.708741,13.107.246.45,172.31.254.61,TCP,1414,443  >  55977 [ACK] Seq=29012 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]
1807,LABEL_1,0.5424037575721741,1808,64.708855,13.107.246.45,172.31.254.61,TCP,1414,"443  >  55977 [PSH, ACK] Seq=30372 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
1808,LABEL_1,0.5433105826377869,1809,64.708864,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=31732 Win=131840 Len=0
1809,LABEL_1,0.542479395866394,1810,64.714547,13.107.246.45,172.31.254.61,TCP,1414,443  >  55977 [ACK] Seq=31732 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]
1810,LABEL_1,0.5431591868400574,1811,64.714660,13.107.246.45,172.31.254.61,TLSv1.3,1414,"Application Data, Application Data"
1811,LABEL_1,0.5433346629142761,1812,64.714668,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=34452 Win=131840 Len=0
1812,LABEL_1,0.5426861643791199,1813,64.720474,13.107.246.45,172.31.254.61,TCP,1414,443  >  55977 [ACK] Seq=34452 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]
1813,LABEL_1,0.542553186416626,1814,64.720587,13.107.246.45,172.31.254.61,TCP,1414,"443  >  55977 [PSH, ACK] Seq=35812 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
1814,LABEL_1,0.5433878898620605,1815,64.720597,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=37172 Win=131840 Len=0
1815,LABEL_1,0.5425019860267639,1816,64.726287,13.107.246.45,172.31.254.61,TCP,1414,443  >  55977 [ACK] Seq=37172 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]
1816,LABEL_1,0.5423552989959717,1817,64.726401,13.107.246.45,172.31.254.61,TCP,1414,"443  >  55977 [PSH, ACK] Seq=38532 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
1817,LABEL_1,0.5432509779930115,1818,64.726411,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=39892 Win=131840 Len=0
1818,LABEL_1,0.5426802039146423,1819,64.732191,13.107.246.45,172.31.254.61,TCP,1414,443  >  55977 [ACK] Seq=39892 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]
1819,LABEL_1,0.5425323247909546,1820,64.732306,13.107.246.45,172.31.254.61,TCP,1414,"443  >  55977 [PSH, ACK] Seq=41252 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
1820,LABEL_1,0.5433529019355774,1821,64.732314,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=42612 Win=131840 Len=0
1821,LABEL_1,0.54276043176651,1822,64.738206,13.107.246.45,172.31.254.61,TCP,1414,443  >  55977 [ACK] Seq=42612 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]
1822,LABEL_1,0.5425052642822266,1823,64.738320,13.107.246.45,172.31.254.61,TCP,1414,"443  >  55977 [PSH, ACK] Seq=43972 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
1823,LABEL_1,0.5434140563011169,1824,64.738329,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=45332 Win=131840 Len=0
1824,LABEL_1,0.5426666140556335,1825,64.743996,13.107.246.45,172.31.254.61,TCP,1414,443  >  55977 [ACK] Seq=45332 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]
1825,LABEL_1,0.5425824522972107,1826,64.744102,13.107.246.45,172.31.254.61,TCP,1414,"443  >  55977 [PSH, ACK] Seq=46692 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
1826,LABEL_1,0.5434462428092957,1827,64.744121,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=48052 Win=131840 Len=0
1827,LABEL_1,0.5426052808761597,1828,64.768132,13.107.246.45,172.31.254.61,TCP,1414,443  >  55977 [ACK] Seq=48052 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]
1828,LABEL_1,0.5431810617446899,1829,64.768232,13.107.246.45,172.31.254.61,TLSv1.3,1414,Application Data [TCP segment of a reassembled PDU]
1829,LABEL_1,0.5434356331825256,1830,64.768248,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=50772 Win=131840 Len=0
1830,LABEL_1,0.5427441596984863,1831,64.770493,13.107.246.45,172.31.254.61,TCP,1414,443  >  55977 [ACK] Seq=50772 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]
1831,LABEL_1,0.5425692796707153,1832,64.770604,13.107.246.45,172.31.254.61,TCP,1414,"443  >  55977 [PSH, ACK] Seq=52132 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
1832,LABEL_1,0.5433140397071838,1833,64.770615,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=53492 Win=131840 Len=0
1833,LABEL_1,0.5429137349128723,1834,64.775208,13.107.246.45,172.31.254.61,TCP,1414,443  >  55977 [ACK] Seq=53492 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]
1834,LABEL_1,0.5424824357032776,1835,64.775320,13.107.246.45,172.31.254.61,TCP,1414,"443  >  55977 [PSH, ACK] Seq=54852 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
1835,LABEL_1,0.5432431697845459,1836,64.775330,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=56212 Win=131840 Len=0
1836,LABEL_1,0.542619526386261,1837,64.779536,13.107.246.45,172.31.254.61,TCP,1414,443  >  55977 [ACK] Seq=56212 Ack=3476 Win=42496 Len=1360 [TCP segment of a reassembled PDU]
1837,LABEL_1,0.5434553027153015,1838,64.779648,13.107.246.45,172.31.254.61,TLSv1.3,1401,Application Data
1838,LABEL_1,0.5433779954910278,1839,64.779656,172.31.254.61,13.107.246.45,TCP,54,55977  >  443 [ACK] Seq=3476 Ack=58919 Win=131840 Len=0
1839,LABEL_1,0.5433831810951233,1840,64.783678,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
1840,LABEL_1,0.5434625148773193,1841,64.793485,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
1841,LABEL_1,0.543082594871521,1842,64.793518,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3294 Ack=43582 Win=512 Len=0
1842,LABEL_1,0.5434321761131287,1843,64.879700,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
1843,LABEL_1,0.5434655547142029,1844,64.893500,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
1844,LABEL_1,0.543088972568512,1845,64.893548,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3294 Ack=43680 Win=512 Len=0
1845,LABEL_1,0.5417632460594177,1846,64.936586,Alcatel-_80:04:71,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:e0:b1:c9:42:f7  Cost = 4  Port = 0x740f
1846,LABEL_1,0.5434028506278992,1847,64.972874,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
1847,LABEL_1,0.543425977230072,1848,64.984110,104.18.26.90,172.31.254.61,TLSv1.2,114,Application Data
1848,LABEL_1,0.5430886149406433,1849,64.984185,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3294 Ack=43791 Win=511 Len=0
1849,LABEL_1,0.5433626174926758,1850,65.072438,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
1850,LABEL_1,0.5433458685874939,1851,65.081475,104.18.26.90,172.31.254.61,TLSv1.2,115,Application Data
1851,LABEL_1,0.5429905652999878,1852,65.081511,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3294 Ack=43904 Win=511 Len=0
1852,LABEL_1,0.5436647534370422,1853,65.140836,172.31.254.99,239.255.255.250,SSDP,211,M-SEARCH * HTTP/1.1 
1853,LABEL_1,0.5436111092567444,1854,65.173838,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
1854,LABEL_1,0.5437907576560974,1855,65.185745,104.18.26.90,172.31.254.61,TLSv1.2,110,Application Data
1855,LABEL_1,0.54335618019104,1856,65.185794,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3294 Ack=44012 Win=510 Len=0
1856,LABEL_1,0.5433715581893921,1857,65.278945,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
1857,LABEL_1,0.543448805809021,1858,65.284933,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
1858,LABEL_1,0.5430400967597961,1859,65.284952,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3294 Ack=44115 Win=510 Len=0
1859,LABEL_1,0.5434280037879944,1860,65.384638,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
1860,LABEL_1,0.5433807969093323,1861,65.393827,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
1861,LABEL_1,0.5432239174842834,1862,65.393886,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3294 Ack=44217 Win=510 Len=0
1862,LABEL_1,0.54337477684021,1863,65.472309,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
1863,LABEL_1,0.5434592962265015,1864,65.482164,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
1864,LABEL_1,0.5432413220405579,1865,65.482207,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3294 Ack=44321 Win=515 Len=0
1865,LABEL_1,0.5433520078659058,1866,65.570997,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
1866,LABEL_1,0.5433877110481262,1867,65.581775,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
1867,LABEL_1,0.5429754257202148,1868,65.581816,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3294 Ack=44423 Win=514 Len=0
1868,LABEL_1,0.5434280037879944,1869,65.669357,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
1869,LABEL_1,0.5434070825576782,1870,65.681591,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
1870,LABEL_1,0.5430206656455994,1871,65.681636,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3294 Ack=44524 Win=514 Len=0
1871,LABEL_1,0.543365478515625,1872,65.773804,104.18.26.90,172.31.254.61,TLSv1.2,110,Application Data
1872,LABEL_1,0.5435531139373779,1873,65.785229,104.18.26.90,172.31.254.61,TLSv1.2,107,Application Data
1873,LABEL_1,0.5431821942329407,1874,65.785266,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3294 Ack=44633 Win=514 Len=0
1874,LABEL_1,0.5433552265167236,1875,65.863472,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
1875,LABEL_1,0.5434790849685669,1876,65.874189,104.18.26.90,172.31.254.61,TLSv1.2,106,Application Data
1876,LABEL_1,0.5430029630661011,1877,65.874248,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3294 Ack=44734 Win=513 Len=0
1877,LABEL_1,0.5434200167655945,1878,65.963457,104.18.26.90,172.31.254.61,TLSv1.2,103,Application Data
1878,LABEL_1,0.5434197783470154,1879,65.974155,104.18.26.90,172.31.254.61,TLSv1.2,109,Application Data
1879,LABEL_1,0.5431561470031738,1880,65.974174,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3294 Ack=44838 Win=513 Len=0
1880,LABEL_1,0.5434717535972595,1881,66.044516,172.31.254.61,108.177.14.101,TLSv1.2,176,Application Data
1881,LABEL_1,0.5433295369148254,1882,66.044546,172.31.254.61,108.177.14.101,TLSv1.2,93,Application Data
1882,LABEL_1,0.5435022711753845,1883,66.047521,172.31.254.61,108.177.14.101,TLSv1.2,2682,Application Data
1883,LABEL_1,0.5433444976806641,1884,66.071279,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
1884,LABEL_1,0.543279230594635,1885,66.083830,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
1885,LABEL_1,0.5430834889411926,1886,66.083873,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3294 Ack=44938 Win=512 Len=0
1886,LABEL_1,0.543535053730011,1887,66.129757,108.177.14.101,172.31.254.61,TCP,60,443  >  55475 [ACK] Seq=857 Ack=2462 Win=873 Len=0
1887,LABEL_1,0.5434699654579163,1888,66.129887,108.177.14.101,172.31.254.61,TLSv1.2,93,Application Data
1888,LABEL_1,0.5434503555297852,1889,66.132326,108.177.14.101,172.31.254.61,TCP,60,443  >  55475 [ACK] Seq=896 Ack=5090 Win=863 Len=0
1889,LABEL_1,0.543679416179657,1890,66.147662,172.31.254.99,239.255.255.250,SSDP,211,M-SEARCH * HTTP/1.1 
1890,LABEL_1,0.5434834957122803,1891,66.173392,172.31.254.61,108.177.14.101,TCP,54,55475  >  443 [ACK] Seq=5090 Ack=896 Win=514 Len=0
1891,LABEL_1,0.5435218811035156,1892,66.202386,108.177.14.101,172.31.254.61,TLSv1.2,124,Application Data
1892,LABEL_1,0.5434607267379761,1893,66.202647,108.177.14.101,172.31.254.61,TLSv1.2,585,Application Data
1893,LABEL_1,0.5434169769287109,1894,66.202665,172.31.254.61,108.177.14.101,TCP,54,55475  >  443 [ACK] Seq=5090 Ack=1497 Win=512 Len=0
1894,LABEL_1,0.5432654619216919,1895,66.203520,108.177.14.101,172.31.254.61,TLSv1.2,279,"Application Data, Application Data"
1895,LABEL_1,0.5434895753860474,1896,66.203654,108.177.14.101,172.31.254.61,TLSv1.2,93,Application Data
1896,LABEL_1,0.5434525609016418,1897,66.203661,172.31.254.61,108.177.14.101,TCP,54,55475  >  443 [ACK] Seq=5090 Ack=1761 Win=511 Len=0
1897,LABEL_1,0.5435434579849243,1898,66.208739,172.31.254.61,108.177.14.101,TLSv1.2,89,Application Data
1898,LABEL_1,0.5434870719909668,1899,66.208773,172.31.254.61,108.177.14.101,TLSv1.2,93,Application Data
1899,LABEL_1,0.5435688495635986,1900,66.223391,104.18.26.90,172.31.254.61,TLSv1.2,105,Application Data
1900,LABEL_1,0.5435718297958374,1901,66.231151,104.18.26.90,172.31.254.61,TLSv1.2,104,Application Data
1901,LABEL_1,0.5432982444763184,1902,66.231203,172.31.254.61,104.18.26.90,TCP,54,55471  >  443 [ACK] Seq=3294 Ack=45039 Win=512 Len=0
